"TRIP_ID","area_1","area_2","area_3","area_4","area_5","area_6","area_7","area_8","area_9","area_10","area_11","area_12","area_13","area_14","area_15"
1149,NA,NA,NA,NA,2100,329880,NA,NA,NA,NA,NA,NA,NA,NA,550920
1150,NA,NA,NA,NA,240,NA,7740,NA,NA,NA,NA,NA,NA,NA,10500
1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606120
1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972060
1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947940
1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44520,NA,NA,NA,45840
1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,395460,103620,151320,NA,NA,660300
1156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12780,NA,NA,12780
1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,27000
1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11700,NA,NA,11700
1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,357900,NA,76020,NA,NA,440160
1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880,NA,NA,11880
1168,NA,NA,NA,NA,182940,NA,NA,NA,NA,132060,NA,188340,NA,NA,1001760
1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510720
1171,NA,NA,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,550020
1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13740
1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24900
1174,NA,NA,81060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373500
1175,NA,NA,70740,30900,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,273960
1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,NA,50040
1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57780,NA,57780
1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30960,NA,30960
1179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46080,NA,46080
1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,9000
1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,NA,14760
1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24780,NA,24780
1189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88800,NA,88800
1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,9000
1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,NA,16560
1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,NA,19080
1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,NA,38880
1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111060,NA,111060
1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100380,NA,100380
1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44220,NA,44220
1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160,NA,1647900
1207,NA,NA,NA,NA,NA,NA,NA,NA,186120,NA,NA,NA,NA,NA,421320
1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10020
1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,268440,NA,NA,NA,NA,556980
1210,NA,NA,NA,21900,NA,NA,NA,NA,NA,NA,14220,22560,NA,NA,146040
1211,240,58860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63360
1212,NA,138120,NA,NA,NA,NA,NA,NA,NA,16320,NA,NA,NA,NA,503160
1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486600
1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53460
1218,NA,NA,88980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183060
1221,NA,NA,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13560
1222,NA,NA,NA,NA,192960,NA,NA,NA,NA,NA,NA,NA,NA,NA,192960
1223,NA,NA,NA,NA,77700,NA,NA,NA,NA,NA,NA,NA,NA,NA,82080
1224,NA,NA,210900,NA,NA,NA,NA,NA,31680,NA,NA,NA,NA,NA,408300
1226,NA,NA,260220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264540
1227,NA,NA,135780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140100
1228,NA,11940,94620,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137100
1230,NA,NA,NA,91260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94620
1231,NA,NA,NA,5460,NA,NA,NA,NA,NA,NA,NA,631320,NA,NA,637920
1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892560,NA,NA,892560
1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240660,NA,NA,240660
1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57540,NA,NA,57540
1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65280,NA,NA,65280
1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232800,NA,NA,232800
1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144060,NA,NA,144060
1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28020,NA,NA,28020
1243,NA,NA,NA,NA,NA,45840,NA,NA,NA,NA,NA,103020,NA,NA,151740
1244,NA,NA,NA,NA,NA,86700,NA,NA,NA,NA,NA,NA,NA,NA,88620
1245,NA,NA,NA,NA,NA,59700,NA,NA,NA,NA,NA,NA,NA,NA,62280
1246,NA,NA,NA,NA,NA,52500,NA,NA,NA,NA,NA,NA,NA,NA,54660
1249,NA,NA,NA,NA,NA,88140,NA,NA,NA,NA,NA,NA,NA,NA,518940
1250,NA,420,1140,NA,NA,NA,NA,NA,120,NA,NA,NA,780,NA,157920
1251,2640,NA,14160,3840,3660,120,NA,NA,NA,NA,360,120,9060,NA,1517820
1252,660,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,780,NA,188700
1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119220
