TRIP_ID,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,area_10,area_11,area_12,area_13,area_14,area_15,MMSI,VESSEL_TYPE
328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1920,224137960,Pleasure Craft
330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,18180,224137960,Pleasure Craft
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,7080,224137960,Pleasure Craft
332,11340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,224145000,Passenger
333,37320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38760,224145000,Passenger
334,46440,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47820,224145000,Passenger
335,44880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46380,224145000,Passenger
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46740,224145000,Passenger
337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040,224145000,Passenger
338,30420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32100,224145000,Passenger
339,NA,NA,18240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19980,224145000,Passenger
340,NA,NA,54840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56700,224145000,Passenger
341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220,224145000,Passenger
342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21360,224145000,Passenger
343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31920,224145000,Passenger
344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680,224145000,Passenger
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,224145000,Passenger
346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32220,224145000,Passenger
347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,224145000,Passenger
348,29460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31020,224145000,Passenger
349,46740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48420,224145000,Passenger
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34380,224145000,Passenger
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5460,224145000,Passenger
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900,224145000,Passenger
353,31860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33360,224145000,Passenger
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47640,224145000,Passenger
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48180,224145000,Passenger
356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4740,224145000,Passenger
357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,224145000,Passenger
358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4380,224145000,Passenger
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224145000,Passenger
360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320,224145000,Passenger
361,11040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12480,224145000,Passenger
362,38640,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40020,224145000,Passenger
363,46980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48180,224145000,Passenger
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47640,224145000,Passenger
365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47880,224145000,Passenger
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,224145000,Passenger
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480,224145000,Passenger
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620,224145000,Passenger
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,224145000,Passenger
370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,224145000,Passenger
371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,224145000,Passenger
372,37980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39420,224145000,Passenger
373,20280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21060,224145000,Passenger
374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,480,4380,224162680,Pleasure Craft
375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,2700,224162680,Pleasure Craft
376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,1860,224162680,Pleasure Craft
377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,2880,224166280,Pleasure Craft
378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,2160,224166280,Pleasure Craft
380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1500,224166280,Pleasure Craft
381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,3420,224166280,Pleasure Craft
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,224166280,Pleasure Craft
383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,5940,224166280,Pleasure Craft
384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,360,5580,224166280,Pleasure Craft
385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,3660,224166280,Pleasure Craft
386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,2280,224168390,Pleasure Craft
388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692340,224184000,Salvage/Rescue Vessel
389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,1200,224184840,Pleasure Craft
390,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680,224187980,Tug
392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36720,36720,224191320,Pleasure Craft
393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26040,26040,224191320,Pleasure Craft
396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,9360,224191320,Pleasure Craft
397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26640,26640,224191320,Pleasure Craft
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23400,23400,224191320,Pleasure Craft
402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,8640,224191320,Pleasure Craft
403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29520,29520,224191320,Pleasure Craft
404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35640,35640,224191320,Pleasure Craft
407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,12960,224191320,Pleasure Craft
408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18e3,18e3,224191320,Pleasure Craft
409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45720,45720,224191320,Pleasure Craft
410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51360,51360,224191320,Pleasure Craft
411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41040,41040,224191320,Pleasure Craft
413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66240,66240,224191320,Pleasure Craft
414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73560,75300,224191320,Pleasure Craft
419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67680,67680,224191320,Pleasure Craft
421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52920,52920,224191320,Pleasure Craft
422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22080,22080,224191320,Pleasure Craft
425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42720,42720,224191320,Pleasure Craft
426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36720,36720,224191320,Pleasure Craft
427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56160,56160,224191320,Pleasure Craft
428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92280,97200,224191320,Pleasure Craft
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57900,57900,224191320,Pleasure Craft
431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52860,52860,224191320,Pleasure Craft
432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31200,31200,224191320,Pleasure Craft
433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,28800,224191320,Pleasure Craft
434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95040,95040,224191320,Pleasure Craft
435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26400,26400,224191320,Pleasure Craft
438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13980,13980,224191320,Pleasure Craft
440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10080,10080,224191320,Pleasure Craft
441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,16560,224191320,Pleasure Craft
442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52260,52260,224191320,Pleasure Craft
445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,33540,35700,224191320,Pleasure Craft
449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27180,27180,224191320,Pleasure Craft
454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6300,10800,224191320,Pleasure Craft
455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,34920,224191320,Pleasure Craft
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18720,18720,224191320,Pleasure Craft
465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77760,77760,224191320,Pleasure Craft
466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,16560,224191320,Pleasure Craft
467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87180,87180,224191320,Pleasure Craft
468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58320,58320,224191320,Pleasure Craft
469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23640,23640,224191320,Pleasure Craft
470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62280,62280,224191320,Pleasure Craft
475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,12960,224191320,Pleasure Craft
476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48240,48240,224191320,Pleasure Craft
477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,9360,224191320,Pleasure Craft
478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880,11880,224191320,Pleasure Craft
479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,14760,224191320,Pleasure Craft
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,8640,224191320,Pleasure Craft
481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,19080,224191320,Pleasure Craft
482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,50040,224191320,Pleasure Craft
483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,13320,224191320,Pleasure Craft
484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,13320,224191320,Pleasure Craft
485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,16200,224191320,Pleasure Craft
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160,11160,224191320,Pleasure Craft
493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226020,226020,224205780,Pleasure Craft
494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251760,253080,224205780,Pleasure Craft
495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82920,84600,224205780,Pleasure Craft
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,19800,224205780,Pleasure Craft
497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18720,18720,224205780,Pleasure Craft
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335940,335940,224205780,Pleasure Craft
500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157320,157320,224205780,Pleasure Craft
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,21600,224205780,Pleasure Craft
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122760,122760,224205780,Pleasure Craft
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480240,517800,224205780,Pleasure Craft
504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117360,117360,224205780,Pleasure Craft
505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61920,62520,224205780,Pleasure Craft
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,3840,224205780,Pleasure Craft
508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317040,317040,224205780,Pleasure Craft
509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54240,58080,224205780,Pleasure Craft
510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41040,41040,224205780,Pleasure Craft
511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880,11880,224205780,Pleasure Craft
512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e4,214500,224219620,Pilot Vessel
513,NA,NA,2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,134340,224219620,Pilot Vessel
514,NA,NA,4320,2400,NA,NA,NA,NA,NA,480,NA,NA,1380,NA,113280,224219620,Pilot Vessel
515,1920,NA,5640,360,1740,180,NA,240,180,NA,240,NA,2820,1620,327060,224227560,Pilot Vessel
516,180,NA,600,NA,1020,240,NA,NA,NA,NA,NA,NA,840,NA,53700,224227560,Pilot Vessel
517,180,NA,4380,1020,NA,180,NA,240,NA,NA,NA,NA,900,NA,187620,224227560,Pilot Vessel
518,8880,720,21120,4680,1680,480,300,NA,360,540,NA,360,16260,300,1693800,224227560,Pilot Vessel
519,720,NA,1440,NA,NA,NA,120,NA,NA,NA,NA,NA,1800,NA,103140,224227560,Pilot Vessel
520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16860,16860,224254290,Pleasure Craft
521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040,8400,224254290,Pleasure Craft
522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,6300,224254290,Pleasure Craft
523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,5160,224254290,Pleasure Craft
525,NA,120,3360,180,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,168660,224255540,Unspecified
526,NA,120,4140,NA,240,NA,NA,NA,NA,NA,NA,NA,3600,180,219120,224255540,Unspecified
527,NA,NA,360,240,NA,NA,840,NA,NA,NA,120,NA,1800,NA,173520,224255540,Unspecified
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90540,224255540,Unspecified
529,2340,240,16800,2940,6180,1440,NA,120,NA,780,NA,420,13080,NA,1613460,224255540,Unspecified
530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119100,224255540,Unspecified
531,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165780,224261240,Fire Fighting Vessel
532,NA,NA,4920,600,1980,NA,120,NA,NA,NA,NA,NA,NA,NA,387540,224261240,Fire Fighting Vessel
533,360,1620,20640,3660,7500,1500,840,NA,NA,180,NA,NA,NA,NA,1813680,224261240,Fire Fighting Vessel
534,NA,NA,1260,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119100,224261240,Fire Fighting Vessel
535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,2520,224267930,Passenger
536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631560,631560,224276650,Pleasure Craft
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490880,1492080,224276650,Pleasure Craft
538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317640,323520,224276650,Pleasure Craft
539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118740,118740,224276650,Pleasure Craft
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320940,224298290,Motor Hopper
541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277980,224298290,Motor Hopper
543,NA,NA,NA,NA,NA,NA,NA,NA,NA,135180,NA,NA,NA,NA,1032720,224298290,Motor Hopper
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760,224298290,Motor Hopper
545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3240,224298290,Motor Hopper
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,15120,224349000,Passenger
548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16140,16140,224349000,Passenger
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85260,86160,224349000,Passenger
550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5580,10800,224350770,Pleasure Craft
551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,6540,224350770,Pleasure Craft
552,5640,8820,14340,15120,NA,NA,90780,NA,34740,NA,142680,NA,NA,NA,517560,224365000,Tanker
553,3360,56640,43380,40620,NA,NA,39600,NA,NA,67740,581940,NA,NA,NA,1241520,224365000,Tanker
554,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,86400,224365000,Tanker
556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342120,224393420,Military Ops
557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473820,224399490,Work Vessel
558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132840,224399490,Work Vessel
559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767160,224399490,Work Vessel
560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29880,224399490,Work Vessel
561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204720,224399490,Work Vessel
562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88560,224399490,Work Vessel
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133860,224399490,Work Vessel
564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,224399490,Work Vessel
565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467100,224399490,Work Vessel
566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119220,224399490,Work Vessel
567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,2400,224419540,Pleasure Craft
568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,5160,224419540,Pleasure Craft
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1260,224419540,Pleasure Craft
579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,224462000,Tanker
580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,NA,NA,3360,224462000,Tanker
587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,224462000,Tanker
588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,NA,NA,3900,224462000,Tanker
591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,224462000,Tanker
592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,3960,224462000,Tanker
593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,224462000,Tanker
594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,3420,224462000,Tanker
596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,NA,NA,NA,8280,224474000,Fire Fighting Vessel
597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,1740,224486160,Pleasure Craft
598,NA,NA,6060,NA,1500,NA,360,NA,NA,NA,NA,NA,NA,NA,616320,224494000,Tug
599,120,120,13980,1380,6960,2820,NA,120,120,NA,NA,NA,NA,NA,1817640,224494000,Tug
600,NA,NA,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119100,224494000,Tug
602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424860,224522000,Offshore Supply Ship
603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82860,224522000,Offshore Supply Ship
604,NA,2340,8340,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,618660,224533000,Fire Fighting Vessel
605,NA,NA,10260,NA,1740,NA,480,NA,NA,NA,NA,NA,NA,NA,725400,224533000,Fire Fighting Vessel
606,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,NA,NA,NA,NA,151500,224533000,Fire Fighting Vessel
607,NA,240,8580,5700,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,885180,224533000,Fire Fighting Vessel
608,NA,NA,600,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,118980,224533000,Fire Fighting Vessel
609,NA,NA,NA,19380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,224548000,Passenger
610,NA,NA,NA,26940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29580,224548000,Passenger
611,540,NA,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628380,224550000,Tug
612,NA,480,3540,1500,NA,1680,NA,NA,NA,240,NA,NA,NA,NA,1779600,224550000,Tug
613,NA,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119100,224550000,Tug
614,NA,NA,NA,NA,NA,NA,NA,19020,NA,NA,NA,NA,NA,NA,21900,224600000,Passenger
615,NA,NA,NA,NA,NA,NA,NA,22800,NA,NA,NA,NA,NA,NA,25920,224600000,Passenger
616,NA,NA,300,12060,22680,NA,NA,NA,NA,NA,79320,NA,NA,NA,354420,224608620,Tanker
617,NA,NA,25560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113880,224608620,Tanker
618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25080,224692000,Passenger
619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5280,224692000,Passenger
620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,224692000,Passenger
621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32220,224692000,Passenger
622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,224692000,Passenger
623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22500,224692000,Passenger
624,NA,NA,9060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160,224692000,Passenger
625,NA,NA,25920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27960,224692000,Passenger
626,5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020,224692000,Passenger
627,33360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35040,224692000,Passenger
628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36480,224692000,Passenger
629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21240,224692000,Passenger
630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,224692000,Passenger
631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12420,224692000,Passenger
632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22140,224692000,Passenger
633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33660,224692000,Passenger
634,NA,NA,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,224692000,Passenger
635,NA,NA,26580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28260,224692000,Passenger
636,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020,224692000,Passenger
637,NA,NA,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8460,224692000,Passenger
638,NA,NA,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,224692000,Passenger
639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18540,224692000,Passenger
640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34740,224692000,Passenger
641,11220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12540,224692000,Passenger
