imo,MMSI,ais.type,call.Sign,flag,gross.tonnage,deadweight,length,width,image.src,ship.type,name,vessel.type
NA,261017650,Pleasure Craft,-,Poland [PL],NA,NA,13,4,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=312007&size=,Pleasure Craft,FILIPPO,Pleasure Craft
7508300,616772000,Cargo,D6EY8,Comoros [KM],3755,4238,107,68,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1332172&size=,Reefer,FRIO MELCHOR,Reefer
NA,996132705,Safe Water,-,Cameroon [CM],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Safe Water,ANCHORAGE S1,Safe Water
9439668,576223000,Tug,YJVU5,Vanuatu [VU],2301,1965,70,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=89485&size=,Offshore Supply Ship,TOMMY SHERIDAN TIDE,Offshore Supply Ship
9422885,576415000,Other,YJVL3,Vanuatu [VU],1713,1817,60,16,http://www.marinetraffic.com/img/no_photo.png,Multi Purpose Offshore Vessel,INSTONE TIDE,Multi Purpose Offshore Vessel
9577460,351427000,Cargo,3FSB9,Panama [PA],44027,80310,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1142869&size=,Bulk Carrier,ILIA,Bulk Carrier
9400150,225365000,Cargo,EAVH,Spain [ES],3778,5000,100,14,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=913315&size=,General Cargo,MANUELA E,General Cargo
NA,224519930,Unspecified,-,Spain [ES],NA,NA,NA,NA,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=815363&size=,Unspecified,LAURA.IV,Unspecified
9486403,538004639,Cargo,V7YE3,Marshall Is [MH],23322,33889,181,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=767006&size=,Bulk Carrier,SAINT VASSILIOS,Bulk Carrier
8519722,373206000,Cargo,3EZX8,Panama [PA],39043,9772,182,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=957912&size=,Vehicles Carrier,SILVER SKY,Vehicles Carrier
9542532,311035400,Cargo,C6ZB3,Bahamas [BS],24065,37456,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=773862&size=,Bulk Carrier,CS CALVINA,Bulk Carrier
9565766,373193000,Tanker - Hazard B,3FCK7,Panama [PA],11707,19801,141,24,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1302430&size=,Chemical Tanker,BOCHEM CHENNAI,Tanker
9368091,657916000,Tanker,5NIV4,Nigeria [NG],8482,12000,134,85,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1057000&size=,Oil Products Tanker,GODSHAND,Tanker
9561746,533000876,Other,9WKG5,Malaysia [MY],1084,1062,53,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2214122&size=,Research/Survey Vessel,CASSANDRA VI,Research/Survey Vessel
9354521,564491000,Tanker,9V8973,Singapore [SG],28060,45994,179,88,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=986687&size=,Tanker,ORIENT SUNSHINE,Tanker
NA,412440336,Fishing,0000000,China [CN],NA,NA,41,8,http://www.marinetraffic.com/img/no_photo.png,Fishing,FU YUAN YU 813,Fishing Vessel
9390147,305760000,Cargo,V2FQ8,Antigua Barbuda [AG],2452,3664,87,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=120870&size=,General Cargo,TELAMON,General Cargo
9505338,236622000,Cargo,ZDKL7,Gibraltar [GI],2415,3196,86,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=363144&size=,General Cargo,CONSTANCE,General Cargo
9438585,305375000,Cargo,V2EB4,Antigua Barbuda [AG],7878,11121,145,63,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=63080&size=,General Cargo,THORCO COBRA,General Cargo
NA,235711000,Fishing,MALQ5,United Kingdom [GB],NA,NA,40,8,http://www.marinetraffic.com/img/no_photo.png,Fishing,CRISALVA UNO,Fishing Vessel
9516155,210112000,Cargo,5BQC3,Cyprus [CY],6872,9386,109,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1085099&size=,General Cargo,SEA EXPLORER,General Cargo
9160736,538001906,Cargo,V7FC7,Marshall Is [MH],11443,12913,155,27,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1315012&size=,Reefer,LADY KORCULA,Reefer
9015735,247142000,Passenger,IBAM,Italy [IT],32777,6875,188,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=7183&size=,Ro-Ro/Passenger Ship,MAJESTIC,Passenger
9193707,636011258,Cargo,ELXW9,Liberia [LR],26216,45251,186,30,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=225771&size=,Bulk Carrier,ROSINA TOPIC,Bulk Carrier
9233507,240668000,Cargo,SZTU,Greece [GR],38928,74249,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=210732&size=,Bulk Carrier,GEORGIOS S,Bulk Carrier
9500819,215848000,Cargo,9HA2798,Malta [MT],33042,56800,189,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1270104&size=,Bulk Carrier,UNIVERSAL BALTIMORE,Bulk Carrier
9463451,245952000,Cargo,PCGH,Netherlands [NL],7196,10750,137,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=967849&size=,Cargo/Containership,EBROBORG,Cargo/Containership
9363479,229446000,Tanker,9HA3334,Malta [MT],28056,45990,179,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=773327&size=,Oil Products Tanker,MINERVA JOY,Tanker
9502958,235095936,Cargo,2GBC4,United Kingdom [GB],141754,140973,366,48,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1296258&size=,Container Ship,HANJIN HARMONY,Container Ship
9330616,565234000,Cargo,9VMC2,Singapore [SG],59705,19670,199,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=310746&size=,Vehicles Carrier,HOEGH KOBE,Vehicles Carrier
7409140,306783000,Fishing,PJQD,Curacao [CW],1988,777,82,25,http://www.marinetraffic.com/img/no_photo.png,Fishing Vessel,GALERNA,Fishing Vessel
9039975,616999031,Cargo,D6GE6,Comoros [KM],7366,8646,122,35,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=902531&size=,General Cargo,MIKUE 3,General Cargo
9526887,477423500,Cargo,VRKB8,Hong Kong [HK],89097,94267,299,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=886533&size=,Container Ship,MAERSK LIRQUEN,Container Ship
9298935,235090202,Tug,2FCZ7,United Kingdom [GB],200,NA,25,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=687510&size=,Tug,AFON ALAW,Tug
9220794,235307000,Tanker - Hazard D (Recognizable),ZNVF8,United Kingdom [GB],8234,9174,128,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=768997&size=,LNG Tanker,MORITZ SCHULTE,LNG Tanker
9425423,249122000,Tug,9HLD9,Malta [MT],975,760,48,15,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=865799&size=,Fire Fighting Vessel,AMBER II,Fire Fighting Vessel
9496276,477311300,Cargo,VRKL2,Hong Kong [HK],20924,32252,179,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1697867&size=,Bulk Carrier,CABOT AVIVA,Bulk Carrier
NA,310659000,Sailing Vessel,ZCBT8,Bermuda [BM],NA,NA,16,5,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,OCTAVIE,Pleasure Craft
NA,353998000,Passenger,HP2105,Panama [PA],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Passenger,SURFER 1949,Passenger
9301794,477105300,Cargo - Hazard A (Major),VRBR5,Hong Kong [HK],39941,50869,260,05,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=405271&size=,Container Ship,JAKARTA EXPRESS,Container Ship
9535541,215477000,Tanker,9HA2741,Malta [MT],2974,4114,98,71,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=664797&size=,Oil/Chemical Tanker,BESIKTAS CHAMPION,Tanker
9437658,636014082,Tanker - Hazard D (Recognizable),A8RE4,Liberia [LR],42340,74834,228,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1314887&size=,Crude Oil Tanker,FPMC P EAGLE,Tanker
9117698,355914000,Cargo,3FSI5,Panama [PA],26123,45178,188,33,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=649043&size=,Bulk Carrier,BEIHAI,Bulk Carrier
8716825,353171000,Other,H9HB,Panama [PA],2058,1905,77,3,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2074332&size=,Fishing Vessel,ALBACORA CARIBE,Fishing Vessel
9323481,636090980,Cargo - Hazard A (Major),A8IH6,Liberia [LR],18327,23447,175,47,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=468620&size=,Container Ship,HANSA LIMBURG,Container Ship
9562049,477098700,Cargo,VRIW8,Hong Kong [HK],51130,93069,229,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1584076&size=,Bulk Carrier,JIN HANG,Bulk Carrier
NA,657985000,Cargo,5NXC,Nigeria [NG],NA,NA,50,12,http://www.marinetraffic.com/img/no_photo.png,Cargo,MR SEA,Cargo
9434735,567438000,Cargo,HSCK,Thailand [TH],33044,56920,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1372989&size=,Bulk Carrier,KANCHANA NAREE,Bulk Carrier
9417361,248532000,Tanker,9HA2400,Malta [MT],3430,3824,87,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=362178&size=,LPG Tanker,SCALI SANLORENZO,Tanker
9685619,372719000,Cargo,3FJM5,Panama [PA],24020,38486,183,29,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1676301&size=,General Cargo,OCEAN IBIS,General Cargo
NA,227723820,Sailing Vessel,-,France [FR],NA,NA,10,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,BLUE-WAVE,Pleasure Craft
9417244,477617700,Cargo,VRFU8,Hong Kong [HK],89010,105504,322,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=209918&size=,Container Ship,OOCL SEOUL,Container Ship
9564035,657432000,Tug,5NQV,Nigeria [NG],370,NA,33,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=599705&size=,Tug,AKASSA SUPPORTER,Tug
9512898,440006000,Cargo,DSBL5,Korea [KR],44290,82012,229,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1476057&size=,Bulk Carrier,WISE YOUNG,Bulk Carrier
9218428,538003445,Cargo,V7QV5,Marshall Is [MH],39126,75961,224,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=558788&size=,Bulk Carrier,OURANIA LUCK,Bulk Carrier
1008190,319771000,Pleasure Craft,ZCPC8,Cayman Is [KY],2159,317,77,14,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=117528&size=,Pleasure Craft,SAMAR,Pleasure Craft
9321720,240584000,Tanker,SWHR,Greece [GR],81324,159000,274,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2009159&size=,Crude Oil Tanker,CAP VICTOR,Tanker
9332638,538003523,Tanker - Hazard A (Major),V7RJ8,Marshall Is [MH],42827,74925,228,59,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=81355&size=,Oil Products Tanker,ARCTIC FLOUNDER,Tanker
9242118,636091120,Tanker,A8JQ9,Liberia [LR],62254,113013,249,97,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=146841&size=,Oil Products Tanker,HS MEDEA,Tanker
9262912,538005033,Tanker,V7AN7,Marshall Is [MH],28799,47999,179,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=934621&size=,Oil Products Tanker,UNDINE,Tanker
9281009,311648000,Tanker,C6FY8,Bahamas [BS],62845,115048,249,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=207012&size=,Oil Products Tanker,EVEREST SPIRIT,Tanker
NA,413461520,Tug,BHR,China [CN],NA,NA,35,10,http://www.marinetraffic.com/img/no_photo.png,Tug,QING HANG YOU 1,Tug
9198551,209936000,High Speed Craft,5BLY2,Cyprus [CY],2273,135,60,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=283402&size=,High Speed Craft,ALGECIRAS JET,High Speed Craft
9204685,538004497,Cargo,V7XJ7,Marshall Is [MH],38818,75681,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=266999&size=,Bulk Carrier,EVOIKOS THEO,Bulk Carrier
9402902,240893000,Tanker,SVAQ5,Greece [GR],79890,158266,274,29,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=219880&size=,Oil Products Tanker,MARAN PYTHIA,Tanker
9143972,235800000,Cargo,MCXD5,United Kingdom [GB],6362,7224,121,76,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=116636&size=,Container Ship,WEC BRUEGHEL,Container Ship
9553464,228016700,Other,FICE,France [FR],1733,1689,59,78,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=474121&size=,Tug,BOURBON LIBERTY 212,Tug
9619854,477832600,Cargo,VRKE3,Hong Kong [HK],42114,76000,225,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1736373&size=,Bulk Carrier,TIGER SOUTH,Bulk Carrier
9149897,538090029,Cargo,V7CR8,Marshall Is [MH],16177,23026,184,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=6724&size=,Container Ship,WEHR SCHULAU,Container Ship
NA,575299425,Unspecified,YJYL6,-,NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,GULF0FLEET29,Unspecified
8919427,332001000,Fishing,TGSY3,Guatemala [GT],2109,1650,75,20,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1563912&size=,Fishing Vessel,SANT YAGO TRES,Fishing Vessel
9260419,220187000,Cargo - Hazard A (Major),OUUY2,Denmark [DK],93496,109000,352,25,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=217243&size=,Container Ship,AXEL MAERSK,Container Ship
9171383,667001564,Cargo,9LU2367,Sierra Leone [SL],6354,9802,108,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=195228&size=,General Cargo,COSTANZA,General Cargo
9363168,229720000,Cargo,9HA3548,Malta [MT],14501,23640,151,26,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=180146&size=,Bulk Carrier,ATALANTE,Bulk Carrier
NA,238540140,Sailing Vessel,9AA9033,Croatia [HR],NA,NA,14,4,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,DUCK,Pleasure Craft
9237383,229566000,Cargo,9HA3411,Malta [MT],16963,28463,169,26,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=65135&size=,Bulk Carrier,OCEAN BROTHER,Bulk Carrier
9138953,351345000,Cargo,H9ZI,Panama [PA],85590,170082,289,45,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=470543&size=,Bulk Carrier,NEW KATERINA,Bulk Carrier
9171371,305318000,Cargo,V2DR8,Antigua Barbuda [AG],6354,9861,108,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1359252&size=,General Cargo,NORWIND,General Cargo
9423360,538004092,Cargo,V7VD3,Marshall Is [MH],42929,82171,228,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=718612&size=,Bulk Carrier,ATTALIA,Bulk Carrier
9041136,657808000,Tanker,5NUY,Nigeria [NG],3338,5800,57,14,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=224583&size=,Oil Products Tanker,MATRIX I,Tanker
9196761,576564000,Tug,YJRH6,Vanuatu [VU],408,186,31,53,http://www.marinetraffic.com/img/no_photo.png,Tug,GULF SCAUP,Tug
9066760,636092335,Cargo,D5AO6,Liberia [LR],22147,37055,180,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=108249&size=,Bulk Carrier,BARBARA,Bulk Carrier
9489194,238296000,Tanker,9AA7771,Croatia [HR],30638,51800,195,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=623981&size=,Chemical Tanker,VINJERAC,Tanker
NA,203541400,Sailing Vessel,OEX7741,Austria [AT],NA,NA,14,8,http://www.marinetraffic.com/img/no_photo.png,Sailing Vessel,ALBATROS,Pleasure Craft
NA,338108461,Pleasure Craft,-,USA [US],NA,NA,6,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1323270&size=,Pleasure Craft,T.T JAGUAR,Pleasure Craft
9216559,538090279,Tanker,V7LV8,Marshall Is [MH],39085,68467,228,54,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=431588&size=,Tanker,MARE ATLANTIC,Tanker
9492402,636092251,Cargo,A8ZF6,Liberia [LR],33044,57021,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=756662&size=,Bulk Carrier,VIL BALTIC,Bulk Carrier
9006332,246180000,Cargo,PBES,Netherlands [NL],2449,3712,87,9,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=209054&size=,General Cargo,ELKE K.,General Cargo
7431131,271000978,Cargo,TCST6,Turkey [TR],2920,5786,96,53,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=175790&size=,General Cargo,EFE MURAT,General Cargo
9478834,373784000,Cargo,3EVY2,Panama [PA],60997,110909,240,43,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1313175&size=,Bulk Carrier,JUBILANT SUCCESS,Bulk Carrier
9071272,636016082,Cargo,D5EI2,Liberia [LR],10742,14100,162,87,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=44894&size=,Container Ship,PETALIDI,Container Ship
9231987,239945000,Cargo,SWGL,Greece [GR],30422,50457,189,99,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1028865&size=,Bulk Carrier,KAITY L,Bulk Carrier
9330379,308815000,Tanker - Hazard B,C6US5,Bahamas [BS],8254,14246,134,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1300131&size=,Chemical Tanker,DAVINO D,Tanker
9537094,236111857,Tanker,ZDKZ6,Gibraltar [GI],3953,6907,103,16,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=976271&size=,Oil/Chemical Tanker,ORALUNA,Tanker
9399404,245535000,Cargo,PHPT,Netherlands [NL],4695,7350,122,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=347392&size=,General Cargo,LOIREBORG,General Cargo
9379820,224854000,Other,-,Spain [ES],218,NA,31,7,http://www.marinetraffic.com/img/no_photo.png,Fishing Vessel,COSTA DE HUELVA,Fishing Vessel
9056284,636091187,Cargo,A8KJ4,Liberia [LR],16233,21540,181,51,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=561993&size=,Container Ship,KOLLMAR,Container Ship
8918435,518866000,Cargo,E5U2813,Cook Is [CK],3790,5730,100,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1647049&size=,General Cargo,NIHAL,General Cargo
9046502,311297000,Cargo,C6FS6,Bahamas [BS],10584,10600,141,17,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=443125&size=,Reefer,DOLE AMERICA,Reefer
9233210,538003776,Tanker,V7TB9,Marshall Is [MH],84586,164236,274,2,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=349358&size=,Tanker,NORDIC MISTRAL,Tanker
NA,224024140,Unspecified,EA3796,Spain [ES],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,PIXAPE,Unspecified
NA,373715000,Unspecified,HP8268,Panama [PA],NA,NA,NA,NA,http://www.marinetraffic.com/img/no_photo.png,Unspecified,SURFER14001,Unspecified
9638472,477444400,Cargo,VRLE4,Hong Kong [HK],33188,58669,197,32,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1837169&size=,Bulk Carrier,JOSCO HANGZHOU,Bulk Carrier
9307188,310499000,Tanker - Hazard A (Major),ZCDR8,Bermuda [BM],95753,79046,283,06,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=146495&size=,LNG Tanker,METHANE RITA ANDREA,LNG Tanker
9037733,441649000,Cargo,DSQO8,Korea [KR],75277,149330,269,43,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=225231&size=,Bulk Carrier,POS AMBITION,Bulk Carrier
9447419,636013762,Tanker,A8PE6,Liberia [LR],8513,12756,134,85,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=466383&size=,Oil/Chemical Tanker,FAIR AFRODITI,Tanker
9332315,477036200,Tanker,VRDO9,Hong Kong [HK],29266,46315,183,21,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=32992&size=,Oil/Chemical Tanker,ATLANTIC GEMINI,Tanker
9662423,538005243,Cargo,V7CD2,Marshall Is [MH],22852,37070,177,8,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1695787&size=,Bulk Carrier,IKAN LUDING,Bulk Carrier
9084487,261516000,Cargo,SNNB,Poland [PL],1960,3036,88,08,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1749717&size=,General Cargo,KOPERSAND,General Cargo
9146302,636014698,Cargo,A8VZ9,Liberia [LR],23809,30360,188,1,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=111830&size=,Container Ship,AGGELIKI P.,Container Ship
8314287,214180204,Cargo,ERBD,Moldova [MD],1130,1585,79,02,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=85781&size=,General Cargo,HELGA,General Cargo
9501332,218776000,Cargo - Hazard A (Major),DIXJ2,Germany [DE],142295,142028,366,52,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1169400&size=,Container Ship,NEW YORK EXPRESS,Container Ship
9679830,319744000,Pleasure Craft,ZGCU2,Cayman Is [KY],961,622,65,11,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=155220&size=,Yacht,GALACTICA STAR,Yacht
9372731,538003300,Tanker - Hazard D (Recognizable),V7PW3,Marshall Is [MH],163922,130059,345,28,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=105974&size=,LNG Tanker,UMM SLAL,LNG Tanker
9284192,257742000,Tanker,LAGF6,Norway [NO],121597,84878,288,49,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=162650&size=,LNG Tanker,ARCTIC LADY,LNG Tanker
9475674,636015516,Cargo - Hazard D (Recognizable),D5BG7,Liberia [LR],141770,141550,366,5,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=793634&size=,Container Ship,HYUNDAI TENACITY,Container Ship
8769274,375464000,Reserved,J8B3468,St Vincent Grenadines,11344,10936,100,58,http://www.marinetraffic.com/img/no_photo.png,Cargo Barge,OLYMPIA,Cargo Barge
9048392,211215500,Fishing,DBFR,Germany [DE],2131,540,63,18,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1492239&size=,Fishery Research Vessel,WALTHER HERWIG III,Fishery Research Vessel
NA,242000001,Unspecified,CNMG,Morocco [MA],NA,NA,16,10,http://www.marinetraffic.com/img/no_photo.png,Unspecified,SERMARIN,Unspecified
9175597,563906000,Cargo - Hazard A (Major),S6EL,Singapore [SG],17652,23840,182,83,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=742040&size=,Container Ship,KOTA ANGGERIK,Container Ship
1011472,319027100,Pleasure Craft,ZGBM3,Cayman Is [KY],1893,NA,81,12,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=794176&size=,Yacht,AIR,Yacht
9487380,271043399,Tanker,TCVR5,Turkey [TR],3308,4994,99,84,http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1263527&size=,Oil/Chemical Tanker,ANZER,Tanker
